-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 04/01/2024 in LST
Location: Latitude  9.99   Longitude 99.84 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M
2024,1,7,15,428.83,29.02,76.83
2024,1,7,16,246.98,29.01,77.41
2024,1,7,17,77.22,28.98,78.21
2024,1,7,18,0.0,28.95,78.66
2024,1,7,19,0.0,28.97,78.64
2024,1,7,20,0.0,28.97,78.61
2024,1,7,21,0.0,28.96,78.58
2024,1,7,22,0.0,28.88,78.97
2024,1,7,23,0.0,28.76,79.57
2024,1,8,0,0.0,28.63,80.01
2024,1,8,1,0.0,28.48,80.54
2024,1,8,2,0.0,28.31,81.46
2024,1,8,3,0.0,28.19,82.18
2024,1,8,4,0.0,28.11,82.58
2024,1,8,5,0.0,28.05,82.73
2024,1,8,6,0.0,27.99,82.98
2024,1,8,7,86.4,27.99,83.26
2024,1,8,8,243.48,28.0,83.61
2024,1,8,9,444.55,28.01,83.96
2024,1,8,10,550.2,28.01,84.28
2024,1,8,11,538.67,27.98,84.51
2024,1,8,12,524.55,27.91,84.62
2024,1,8,13,491.17,27.79,84.84
2024,1,8,14,379.08,27.7,85.07
2024,1,8,15,275.67,27.6,85.45
2024,1,8,16,171.5,27.54,85.65
2024,1,8,17,70.2,27.49,85.94
2024,1,8,18,0.0,27.45,86.46
2024,1,8,19,0.0,27.43,86.84
2024,1,8,20,0.0,27.42,87.15
2024,1,8,21,0.0,27.41,87.28
2024,1,8,22,0.0,27.36,87.59
2024,1,8,23,0.0,27.32,87.75
2024,1,9,0,0.0,27.29,87.69
2024,1,9,1,0.0,27.25,87.48
2024,1,9,2,0.0,27.2,87.15
2024,1,9,3,0.0,27.17,86.84
2024,1,9,4,0.0,27.17,86.37
2024,1,9,5,0.0,27.2,85.76
2024,1,9,6,0.0,27.25,85.47
2024,1,9,7,95.15,27.37,85.2
2024,1,9,8,264.75,27.52,84.81
2024,1,9,9,434.55,27.65,84.57
2024,1,9,10,550.83,27.8,84.12
2024,1,9,11,655.92,27.92,83.5
2024,1,9,12,617.42,28.01,82.79
2024,1,9,13,669.33,28.05,82.39
2024,1,9,14,587.97,28.08,82.18
2024,1,9,15,445.6,28.11,82.18
2024,1,9,16,254.77,28.17,82.16
2024,1,9,17,84.85,28.23,82.32
2024,1,9,18,0.0,28.27,82.6
2024,1,9,19,0.0,28.31,82.75
2024,1,9,20,0.0,28.33,82.9
2024,1,9,21,0.0,28.3,82.96
2024,1,9,22,0.0,28.25,82.85
2024,1,9,23,0.0,28.16,82.63
2024,1,10,0,0.0,28.08,82.11
2024,1,10,1,0.0,28.0,81.41
2024,1,10,2,0.0,27.91,80.88
2024,1,10,3,0.0,27.85,80.4
2024,1,10,4,0.0,27.83,80.13
2024,1,10,5,0.0,27.84,79.89
2024,1,10,6,0.0,27.87,79.79
2024,1,10,7,95.35,28.0,79.36
2024,1,10,8,276.83,28.14,79.14
2024,1,10,9,473.48,28.29,79.04
2024,1,10,10,631.17,28.38,79.24
2024,1,10,11,739.38,28.42,79.51
2024,1,10,12,756.42,28.43,79.96
2024,1,10,13,713.05,28.43,80.43
2024,1,10,14,624.35,28.44,80.93
2024,1,10,15,477.98,28.47,81.34
2024,1,10,16,284.98,28.48,81.79
2024,1,10,17,93.62,28.44,82.45
2024,1,10,18,0.0,28.35,83.42
2024,1,10,19,0.0,28.28,84.2
2024,1,10,20,0.0,28.19,84.91
2024,1,10,21,0.0,28.1,85.34
2024,1,10,22,0.0,27.93,85.97
2024,1,10,23,0.0,27.77,86.42
2024,1,11,0,0.0,27.64,86.54
2024,1,11,1,0.0,27.54,86.4
2024,1,11,2,0.0,27.46,86.08
2024,1,11,3,0.0,27.39,85.78
2024,1,11,4,0.0,27.41,85.0
2024,1,11,5,0.0,27.46,84.23
2024,1,11,6,0.0,27.52,83.83
2024,1,11,7,99.9,27.67,83.35
2024,1,11,8,296.62,27.79,83.1
2024,1,11,9,508.1,27.89,82.94
2024,1,11,10,644.5,27.93,82.95
2024,1,11,11,748.8,27.92,83.07
2024,1,11,12,790.25,27.88,83.23
2024,1,11,13,713.88,27.8,83.62
2024,1,11,14,652.8,27.75,83.85
2024,1,11,15,509.8,27.74,83.93
2024,1,11,16,303.8,27.72,84.08
2024,1,11,17,103.7,27.73,84.22
2024,1,11,18,0.0,27.72,84.48
2024,1,11,19,0.0,27.73,84.67
2024,1,11,20,0.0,27.75,84.7
2024,1,11,21,0.0,27.72,84.82
2024,1,11,22,0.0,27.65,85.02
2024,1,11,23,0.0,27.57,85.17
2024,1,12,0,0.0,27.49,85.1
2024,1,12,1,0.0,27.4,84.76
2024,1,12,2,0.0,27.33,84.18
2024,1,12,3,0.0,27.28,83.58
2024,1,12,4,0.0,27.27,82.67
2024,1,12,5,0.0,27.31,81.62
2024,1,12,6,0.0,27.36,80.78
2024,1,12,7,92.82,27.48,80.08
2024,1,12,8,274.1,27.62,79.51
2024,1,12,9,465.77,27.73,79.16
2024,1,12,10,646.88,27.82,79.1
2024,1,12,11,745.83,27.9,79.44
2024,1,12,12,745.5,27.95,79.76
2024,1,12,13,682.58,28.0,80.02
2024,1,12,14,568.4,28.04,80.37
2024,1,12,15,417.25,28.11,80.61
2024,1,12,16,246.77,28.15,80.78
2024,1,12,17,87.4,28.15,81.03
2024,1,12,18,0.0,28.12,81.51
2024,1,12,19,0.0,28.12,81.87
2024,1,12,20,0.0,28.09,82.19
2024,1,12,21,0.0,28.04,82.18
2024,1,12,22,0.0,27.95,82.25
2024,1,12,23,0.0,27.84,82.29
2024,1,13,0,0.0,27.71,82.02
2024,1,13,1,0.0,27.57,81.69
2024,1,13,2,0.0,27.44,81.54
2024,1,13,3,0.0,27.33,81.36
2024,1,13,4,0.0,27.25,81.05
2024,1,13,5,0.0,27.23,80.69
2024,1,13,6,0.0,27.26,80.52
2024,1,13,7,90.53,27.36,80.52
2024,1,13,8,273.77,27.47,80.77
2024,1,13,9,473.45,27.55,81.19
2024,1,13,10,647.88,27.58,81.64
2024,1,13,11,754.9,27.57,82.35
2024,1,13,12,787.8,27.46,83.48
2024,1,13,13,738.65,27.3,84.44
2024,1,13,14,607.65,27.16,85.16
2024,1,13,15,476.77,27.1,85.58
2024,1,13,16,275.67,27.08,85.79
2024,1,13,17,94.32,27.08,85.83
2024,1,13,18,0.0,27.1,86.01
2024,1,13,19,0.0,27.13,86.16
2024,1,13,20,0.0,27.17,86.28
2024,1,13,21,0.0,27.19,86.16
2024,1,13,22,0.0,27.2,85.77
2024,1,13,23,0.0,27.24,85.06
2024,1,14,0,0.0,27.27,84.25
2024,1,14,1,0.0,27.28,83.39
2024,1,14,2,0.0,27.28,82.97
2024,1,14,3,0.0,27.33,82.83
2024,1,14,4,0.0,27.42,82.45
2024,1,14,5,0.0,27.48,82.19
2024,1,14,6,0.0,27.55,82.08
2024,1,14,7,94.72,27.65,81.9
2024,1,14,8,276.1,27.8,81.26
2024,1,14,9,466.62,27.96,80.41
2024,1,14,10,631.45,28.13,79.41
2024,1,14,11,768.4,28.31,78.35
2024,1,14,12,753.12,28.46,77.28
2024,1,14,13,741.7,28.56,76.55
2024,1,14,14,570.1,28.63,76.18
2024,1,14,15,362.73,28.69,76.09
2024,1,14,16,250.5,28.74,76.2
2024,1,14,17,91.72,28.74,76.75
2024,1,14,18,0.0,28.74,77.15
2024,1,14,19,0.0,28.73,77.38
2024,1,14,20,0.0,28.7,77.54
2024,1,14,21,0.0,28.62,77.46
2024,1,14,22,0.0,28.49,77.21
2024,1,14,23,0.0,28.37,76.69
2024,1,15,0,0.0,28.27,75.94
2024,1,15,1,0.0,28.17,75.28
2024,1,15,2,0.0,28.13,74.54
2024,1,15,3,0.0,28.14,73.77
2024,1,15,4,0.0,28.16,73.19
2024,1,15,5,0.0,28.17,72.75
2024,1,15,6,0.0,28.22,72.44
2024,1,15,7,101.1,28.34,72.52
2024,1,15,8,292.75,28.47,72.74
2024,1,15,9,483.83,28.59,73.21
2024,1,15,10,615.3,28.64,73.86
2024,1,15,11,703.83,28.66,74.52
2024,1,15,12,734.85,28.66,75.0
2024,1,15,13,698.53,28.63,75.46
2024,1,15,14,643.1,28.57,75.86
2024,1,15,15,475.8,28.54,75.89
2024,1,15,16,266.95,28.53,75.6
2024,1,15,17,99.4,28.52,75.23
2024,1,15,18,0.0,28.48,74.88
2024,1,15,19,0.0,28.48,74.0
2024,1,15,20,0.0,28.47,73.16
2024,1,15,21,0.0,28.42,72.65
2024,1,15,22,0.0,28.34,72.27
2024,1,15,23,0.0,28.26,71.87
2024,1,16,0,0.0,28.19,71.59
2024,1,16,1,0.0,28.1,71.62
2024,1,16,2,0.0,28.05,71.86
2024,1,16,3,0.0,28.0,72.49
2024,1,16,4,0.0,28.05,72.82
2024,1,16,5,0.0,28.13,73.16
2024,1,16,6,0.0,28.23,73.6
2024,1,16,7,77.93,28.42,73.87
2024,1,16,8,237.95,28.63,73.74
2024,1,16,9,415.77,28.82,73.46
2024,1,16,10,572.47,28.92,73.28
2024,1,16,11,704.33,28.96,73.36
2024,1,16,12,658.33,28.93,73.66
2024,1,16,13,573.42,28.87,74.03
2024,1,16,14,473.23,28.82,74.07
2024,1,16,15,328.3,28.76,73.86
2024,1,16,16,195.25,28.68,73.62
2024,1,16,17,75.35,28.59,73.42
2024,1,16,18,0.0,28.49,73.12
2024,1,16,19,0.0,28.45,72.58
2024,1,16,20,0.0,28.42,72.14
2024,1,16,21,0.0,28.34,72.17
2024,1,16,22,0.0,28.26,72.5
2024,1,16,23,0.0,28.18,72.77
2024,1,17,0,0.0,28.1,73.16
2024,1,17,1,0.0,28.04,73.73
2024,1,17,2,0.0,27.99,74.39
2024,1,17,3,0.0,27.94,75.12
2024,1,17,4,0.0,27.97,75.54
2024,1,17,5,0.0,28.03,76.06
2024,1,17,6,0.0,28.1,76.87
2024,1,17,7,80.72,28.24,77.3
2024,1,17,8,235.57,28.4,77.18
2024,1,17,9,400.77,28.5,77.06
2024,1,17,10,552.83,28.52,76.97
2024,1,17,11,684.85,28.49,77.04
2024,1,17,12,718.08,28.39,77.51
2024,1,17,13,668.9,28.26,78.24
2024,1,17,14,605.72,28.12,79.16
2024,1,17,15,453.23,28.02,79.95
2024,1,17,16,269.62,27.93,80.84
2024,1,17,17,89.88,27.86,81.76
2024,1,17,18,3.08,27.84,82.36
2024,1,17,19,0.0,27.88,82.35
2024,1,17,20,0.0,27.95,81.86
2024,1,17,21,0.0,27.98,81.16
2024,1,17,22,0.0,27.96,80.54
2024,1,17,23,0.0,27.91,79.84
2024,1,18,0,0.0,27.85,79.08
2024,1,18,1,0.0,27.75,78.43
2024,1,18,2,0.0,27.64,77.85
2024,1,18,3,0.0,27.56,77.15
2024,1,18,4,0.0,27.54,76.15
2024,1,18,5,0.0,27.55,75.26
2024,1,18,6,0.0,27.59,74.65
2024,1,18,7,82.43,27.72,74.22
2024,1,18,8,238.32,27.87,73.85
2024,1,18,9,412.02,28.01,73.57
2024,1,18,10,503.12,28.08,73.86
2024,1,18,11,691.72,28.12,74.7
2024,1,18,12,804.47,28.11,75.76
2024,1,18,13,759.17,28.05,76.77
2024,1,18,14,622.38,28.01,77.51
2024,1,18,15,473.42,27.99,78.1
2024,1,18,16,290.25,27.97,78.5
2024,1,18,17,101.18,27.95,78.78
2024,1,18,18,3.22,27.92,79.05
2024,1,18,19,0.0,27.93,78.95
2024,1,18,20,0.0,27.93,78.75
2024,1,18,21,0.0,27.91,78.35
2024,1,18,22,0.0,27.87,77.92
2024,1,18,23,0.0,27.81,77.53
2024,1,19,0,0.0,27.76,77.16
2024,1,19,1,0.0,27.7,76.82
2024,1,19,2,0.0,27.68,76.44
2024,1,19,3,0.0,27.7,76.22
2024,1,19,4,0.0,27.78,75.81
2024,1,19,5,0.0,27.86,75.45
2024,1,19,6,0.0,27.93,75.29
2024,1,19,7,90.1,28.08,75.17
2024,1,19,8,275.98,28.21,75.12
2024,1,19,9,472.15,28.32,75.25
2024,1,19,10,636.12,28.38,75.3
2024,1,19,11,767.42,28.39,75.36
2024,1,19,12,805.75,28.4,75.3
2024,1,19,13,799.8,28.39,75.13
2024,1,19,14,699.28,28.42,74.82
2024,1,19,15,524.15,28.46,74.63
2024,1,19,16,320.2,28.5,74.76
2024,1,19,17,108.05,28.53,75.18
2024,1,19,18,3.62,28.55,75.52
2024,1,19,19,0.0,28.58,75.57
2024,1,19,20,0.0,28.59,75.57
2024,1,19,21,0.0,28.58,75.61
2024,1,19,22,0.0,28.53,75.82
2024,1,19,23,0.0,28.44,76.16
2024,1,20,0,0.0,28.33,76.46
2024,1,20,1,0.0,28.21,76.49
2024,1,20,2,0.0,28.08,76.73
2024,1,20,3,0.0,27.99,77.04
2024,1,20,4,0.0,27.94,76.97
2024,1,20,5,0.0,27.93,76.53
2024,1,20,6,0.0,27.94,76.25
2024,1,20,7,97.57,28.0,76.1
2024,1,20,8,295.95,28.09,75.88
2024,1,20,9,499.3,28.19,75.68
2024,1,20,10,638.17,28.25,75.75
2024,1,20,11,767.97,28.29,75.84
2024,1,20,12,816.17,28.28,75.87
2024,1,20,13,750.78,28.27,75.76
2024,1,20,14,686.33,28.27,75.65
2024,1,20,15,513.92,28.27,75.93
2024,1,20,16,305.9,28.26,76.4
2024,1,20,17,103.95,28.23,76.97
2024,1,20,18,3.8,28.19,77.69
2024,1,20,19,0.0,28.19,77.95
2024,1,20,20,0.0,28.2,77.82
2024,1,20,21,0.0,28.18,77.46
2024,1,20,22,0.0,28.14,77.02
2024,1,20,23,0.0,28.06,76.82
2024,1,21,0,0.0,27.97,76.64
2024,1,21,1,0.0,27.87,76.62
2024,1,21,2,0.0,27.76,76.66
2024,1,21,3,0.0,27.69,76.49
2024,1,21,4,0.0,27.7,76.16
2024,1,21,5,0.0,27.8,75.85
2024,1,21,6,0.0,27.91,75.92
2024,1,21,7,83.15,28.08,75.68
2024,1,21,8,262.88,28.24,74.95
2024,1,21,9,450.05,28.39,74.28
2024,1,21,10,588.75,28.5,73.89
2024,1,21,11,710.88,28.55,73.78
2024,1,21,12,744.2,28.57,74.05
2024,1,21,13,708.22,28.57,74.55
2024,1,21,14,589.92,28.58,75.24
2024,1,21,15,441.1,28.62,76.0
2024,1,21,16,266.58,28.65,76.72
2024,1,21,17,94.35,28.67,77.3
2024,1,21,18,3.92,28.66,77.99
2024,1,21,19,0.0,28.66,78.36
2024,1,21,20,0.0,28.63,78.61
2024,1,21,21,0.0,28.61,78.59
2024,1,21,22,0.0,28.54,78.89
2024,1,21,23,0.0,28.44,79.41
2024,1,22,0,0.0,28.33,79.88
2024,1,22,1,0.0,28.2,80.31
2024,1,22,2,0.0,28.09,80.5
2024,1,22,3,0.0,28.01,80.45
2024,1,22,4,0.0,27.93,80.08
2024,1,22,5,0.0,27.83,79.56
2024,1,22,6,0.0,27.77,79.25
2024,1,22,7,87.55,27.78,78.95
2024,1,22,8,285.5,27.81,78.57
2024,1,22,9,500.02,27.83,78.28
2024,1,22,10,653.58,27.82,78.36
2024,1,22,11,744.62,27.8,78.25
2024,1,22,12,809.3,27.72,78.31
2024,1,22,13,767.28,27.61,78.63
2024,1,22,14,694.55,27.56,78.81
2024,1,22,15,527.4,27.54,79.02
2024,1,22,16,305.0,27.57,79.54
2024,1,22,17,103.45,27.61,80.42
2024,1,22,18,3.62,27.6,81.46
2024,1,22,19,0.0,27.59,82.38
2024,1,22,20,0.0,27.56,83.0
2024,1,22,21,0.0,27.54,83.28
2024,1,22,22,0.0,27.5,83.45
2024,1,22,23,0.0,27.46,83.37
2024,1,23,0,0.0,27.43,82.8
2024,1,23,1,0.0,27.33,82.21
2024,1,23,2,0.0,27.18,81.89
2024,1,23,3,0.0,27.06,81.7
2024,1,23,4,0.0,27.04,81.27
2024,1,23,5,0.0,27.11,80.33
2024,1,23,6,0.0,27.24,79.14
2024,1,23,7,59.5,27.42,77.85
2024,1,23,8,190.65,27.62,76.87
2024,1,23,9,333.88,27.78,76.46
2024,1,23,10,567.83,27.87,77.18
2024,1,23,11,654.88,27.93,78.56
2024,1,23,12,529.97,27.91,79.94
2024,1,23,13,535.05,27.77,81.51
2024,1,23,14,385.65,27.57,83.19
2024,1,23,15,252.85,27.4,84.52
2024,1,23,16,145.35,27.31,85.56
2024,1,23,17,51.38,27.34,86.29
2024,1,23,18,2.88,27.41,86.28
2024,1,23,19,0.0,27.59,85.35
2024,1,23,20,0.0,27.83,84.18
2024,1,23,21,0.0,28.11,82.29
2024,1,23,22,0.0,28.33,80.4
2024,1,23,23,0.0,28.48,78.94
2024,1,24,0,0.0,28.52,78.31
2024,1,24,1,0.0,28.47,78.49
2024,1,24,2,0.0,28.4,79.1
2024,1,24,3,0.0,28.29,80.47
2024,1,24,4,0.0,28.16,82.13
2024,1,24,5,0.0,27.97,84.04
2024,1,24,6,0.0,27.72,85.84
2024,1,24,7,75.82,27.55,87.03
2024,1,24,8,264.9,27.55,86.85
2024,1,24,9,481.02,27.76,84.24
2024,1,24,10,602.0,28.02,81.35
2024,1,24,11,679.78,28.33,78.9
2024,1,24,12,651.33,28.63,76.83
2024,1,24,13,589.22,28.75,75.53
2024,1,24,14,417.58,28.7,75.08
2024,1,24,15,393.7,28.61,75.33
2024,1,24,16,219.85,28.49,76.12
2024,1,24,17,85.65,28.38,77.15
2024,1,24,18,4.15,28.32,78.13
2024,1,24,19,0.0,28.3,78.95
2024,1,24,20,0.0,28.29,79.6
2024,1,24,21,0.0,28.24,80.16
2024,1,24,22,0.0,28.17,80.56
2024,1,24,23,0.0,28.09,80.81
2024,1,25,0,0.0,28.01,81.02
2024,1,25,1,0.0,27.93,81.33
2024,1,25,2,0.0,27.88,81.69
2024,1,25,3,0.0,27.82,82.34
2024,1,25,4,0.0,27.8,82.88
2024,1,25,5,0.0,27.77,83.37
2024,1,25,6,0.0,27.75,83.92
2024,1,25,7,45.45,27.82,84.03
2024,1,25,8,159.77,27.99,83.15
2024,1,25,9,268.8,28.15,82.13
2024,1,25,10,373.6,28.16,82.16
2024,1,25,11,428.15,28.11,82.57
2024,1,25,12,484.88,28.06,82.88
2024,1,25,13,444.33,28.01,82.71
2024,1,25,14,407.88,27.99,81.95
2024,1,25,15,293.9,27.93,81.34
2024,1,25,16,177.02,27.89,80.79
2024,1,25,17,66.8,27.88,80.45
2024,1,25,18,2.67,27.87,80.46
2024,1,25,19,0.0,27.86,80.62
2024,1,25,20,0.0,27.84,80.82
2024,1,25,21,0.0,27.78,81.14
2024,1,25,22,0.0,27.75,81.14
2024,1,25,23,0.0,27.76,80.84
2024,1,26,0,0.0,27.79,80.43
2024,1,26,1,0.0,27.82,80.1
2024,1,26,2,0.0,27.85,79.94
2024,1,26,3,0.0,27.9,80.01
2024,1,26,4,0.0,27.97,80.21
2024,1,26,5,0.0,28.01,80.4
2024,1,26,6,0.0,28.01,80.5
2024,1,26,7,56.08,28.01,80.58
2024,1,26,8,190.9,28.04,80.81
2024,1,26,9,385.05,28.06,81.18
2024,1,26,10,542.05,27.99,81.8
2024,1,26,11,538.0,27.88,82.67
2024,1,26,12,503.42,27.76,83.6
2024,1,26,13,500.05,27.73,83.93
2024,1,26,14,388.67,27.81,83.52
2024,1,26,15,280.15,27.97,82.5
2024,1,26,16,159.4,28.14,81.07
2024,1,26,17,54.03,28.24,79.88
2024,1,26,18,2.83,28.28,78.94
2024,1,26,19,0.0,28.28,78.11
2024,1,26,20,0.0,28.27,77.38
2024,1,26,21,0.0,28.2,77.17
2024,1,26,22,0.0,28.11,77.37
2024,1,26,23,0.0,28.02,77.72
2024,1,27,0,0.0,27.93,78.01
2024,1,27,1,0.0,27.82,78.49
2024,1,27,2,0.0,27.72,78.99
2024,1,27,3,0.0,27.65,79.33
2024,1,27,4,0.0,27.63,79.64
2024,1,27,5,0.0,27.66,79.74
2024,1,27,6,0.0,27.69,79.77
2024,1,27,7,73.07,27.79,79.49
2024,1,27,8,237.85,27.92,78.97
2024,1,27,9,471.25,28.02,78.64
