meter_id,lat,lon,utm_x,utm_y,node_type,usage_type,meter_size,tariff_code,phase_conn,phase_id,peak_load_kw,has_solar,solar_kw,has_ev,transformer_id,dist_m,line_R,line_X,v_actual,v_drop_pct,building_name,building_code
UTCC-1033,13.777733826638677,100.56022011618546,668668.666985291,1523692.0209314963,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,1,42.87,0.0137,0.012,224.4,2.43,,
UTCC-1034,13.777404840356558,100.56046192517277,668695.0498085204,1523655.7949189495,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,6,72.42,0.0232,0.0203,208.5,9.37,,
UTCC-1035,13.777586516193578,100.56045573290652,668694.2498455641,1523675.8893081355,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,6,53.92,0.0173,0.0151,213.9,6.98,,
UTCC-1036,13.777771010598235,100.56045738136216,668694.2956725509,1523696.301015127,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,6,36.38,0.0116,0.0102,225.3,2.06,,
UTCC-1037,13.777756992767559,100.56060717535033,668710.5028896,1523694.8553172755,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,6,30.66,0.0098,0.0086,220.9,3.96,,
UTCC-1038,13.777676882240565,100.56079710221817,668731.0971084597,1523686.1259768032,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,6,41.28,0.0132,0.0116,217.7,5.34,,
UTCC-1039,13.778273505944632,100.5598044519766,668623.3342103581,1523751.4339301174,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,1,36.14,0.0116,0.0101,225.3,2.06,,
UTCC-1040,13.77811429319858,100.55981718534359,668624.8252914549,1523733.8292140022,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,24.38,False,1,19.19,0.0061,0.0054,224.3,2.47,,
UTCC-1041,13.778029723173152,100.55974556558853,668617.1417678605,1523724.4230419197,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,1,18.21,0.0058,0.0051,227.6,1.03,,
UTCC-1042,13.777991234431427,100.55973421700725,668615.9422656988,1523720.1570894378,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,1,18.06,0.0058,0.0051,227.6,1.03,,
UTCC-1043,13.77795621627213,100.55972469813794,668614.9381188843,1523716.2763692664,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,4.03,False,1,18.76,0.006,0.0053,227.5,1.07,,
UTCC-1044,13.777923813411824,100.55971544660311,668613.9610021713,1523712.6851661475,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,1,20.16,0.0064,0.0056,227.4,1.14,,
UTCC-1045,13.777896874229413,100.55969090680213,668611.326853748,1523709.6876876364,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,1,23.47,0.0075,0.0066,226.9,1.33,,
UTCC-1046,13.777954378970472,100.55981956523303,668625.1973608867,1523716.1396328814,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,3.35,False,1,8.52,0.0027,0.0024,228.9,0.48,,
UTCC-1047,13.777949753985824,100.55984746785887,668628.2177740139,1523715.647539501,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,1,5.59,0.0018,0.0016,229.3,0.32,,
UTCC-1048,13.777942341061749,100.55987487287021,668631.1863808391,1523714.8466688148,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,2.92,False,1,3.18,0.001,0.0009,229.6,0.18,,
UTCC-1049,13.777943064457483,100.55990499896218,668634.4433789552,1523714.9478246898,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,1,2.01,0.0006,0.0006,229.7,0.11,,
UTCC-1050,13.777942405698704,100.55993088803166,668637.2432219768,1523714.8931023139,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,1,4.04,0.0013,0.0011,229.5,0.23,,
UTCC-1051,13.778011624337594,100.55999725775484,668644.3700748346,1523722.5972805575,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,1,12.15,0.0039,0.0034,226.4,1.57,,
UTCC-1052,13.778033149127534,100.56018199244727,668664.3298806794,1523725.1081284934,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,27.44,False,1,31.74,0.0102,0.0089,220.5,4.11,,
UTCC-1053,13.778066475224339,100.56041321158477,668689.3075493004,1523728.957175974,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,6,27.82,0.0089,0.0078,226.4,1.58,,
UTCC-1054,13.777962950006934,100.56041825000105,668689.9266548116,1523717.5077523543,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,7.23,False,6,27.89,0.0089,0.0078,226.4,1.58,,
UTCC-1055,13.778024200003452,100.5605617500009,668705.3992648001,1523724.3844910387,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,15.16,False,6,11.44,0.0037,0.0032,226.6,1.49,,
UTCC-1056,13.778033199860422,100.56072788106557,668723.3564607442,1523725.4967039344,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,6,6.56,0.0021,0.0018,228.1,0.84,,
UTCC-1057,13.778005011912775,100.56097125185312,668749.6922447351,1523722.5490581712,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,19.98,False,6,32.95,0.0105,0.0092,220.2,4.24,,
UTCC-1058,13.778203913372273,100.56071465093802,668721.8033418462,1523744.3733988483,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,6,20.14,0.0064,0.0056,227.4,1.14,,
UTCC-1059,13.77818535000833,100.5605486000017,668703.8616881229,1523742.203234354,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,6,21.65,0.0069,0.0061,227.2,1.23,,
UTCC-1060,13.779336847434475,100.55996461400464,668639.8893869627,1523869.1833282507,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,12,72.57,0.0232,0.0203,208.5,9.37,,
UTCC-1061,13.778949937703187,100.56091362358039,668742.782478654,1523827.0454486862,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,42.77,False,13,10.58,0.0034,0.003,226.8,1.38,,
UTCC-1062,13.779020848562244,100.56118606121483,668772.1899684368,1523835.0815057405,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,13,29.28,0.0094,0.0082,221.3,3.79,,
UTCC-1063,13.778721416835191,100.56082281320951,668733.1273147067,1523801.700532036,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,13,22.36,0.0072,0.0063,227.1,1.28,,
UTCC-1064,13.779863435253093,100.56079006786551,668728.7666427293,1523928.0186793853,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,17,57.77,0.0185,0.0162,212.8,7.47,,
UTCC-1065,13.780511752008834,100.56046784317377,668693.459532359,1523999.5156394725,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,17,44.62,0.0143,0.0125,216.7,5.77,,
UTCC-1066,13.780286304625774,100.56066879450157,668715.3499203569,1523974.7154771925,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,17,23.03,0.0074,0.0064,223.2,2.98,,
UTCC-1067,13.781075604081522,100.56082619121504,668731.802202741,1524062.1458869718,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,25.48,False,17,76.88,0.0246,0.0215,207.2,9.93,,
UTCC-1068,13.780448349004747,100.56012020141256,668655.9151382028,1523992.2574871606,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,3,46.99,0.015,0.0132,216.0,6.07,,
UTCC-1069,13.77886173826705,100.55963150011685,668604.2110483935,1523816.3885676225,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,39.68,False,12,22.4,0.0072,0.0063,223.3,2.91,,
UTCC-1070,13.780180699997715,100.5596129999995,668601.2643600713,1523962.291831749,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,8.21,False,3,17.26,0.0055,0.0048,227.8,0.98,,
UTCC-1071,13.781181107987038,100.56050836739792,668697.3607958726,1524073.594707906,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,0,65.14,0.0208,0.0182,210.7,8.4,,
UTCC-1072,13.781211198192043,100.55835574155576,668464.5802732088,1524075.4140938655,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,234.73,False,9,45.15,0.0144,0.0126,216.6,5.81,,
UTCC-1073,13.780040296961936,100.55854465576836,668485.8467156232,1523946.0101709976,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,283.3,False,21,76.16,0.0244,0.0213,207.4,9.84,,
UTCC-1074,13.77939329206749,100.55811422143503,668439.7682967485,1523874.130713353,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,21,29.56,0.0095,0.0083,221.2,3.83,,
UTCC-1075,13.780069363075013,100.55771762326967,668396.4001997516,1523948.646332185,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,441.53,False,16,0.0,0.0,0.0,230.0,0.0,,
UTCC-1076,13.778932553127566,100.55784258064422,668410.7263112746,1523822.969097138,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,8,48.19,0.0154,0.0135,215.7,6.22,,
UTCC-1077,13.778643668979939,100.5582718910592,668457.3542406393,1523791.310706632,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,8,53.22,0.017,0.0149,223.1,3.02,,
UTCC-1078,13.778424948136635,100.5585745356455,668490.2357148246,1523767.3257643436,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,4,64.24,0.0206,0.018,210.9,8.31,,
UTCC-1079,13.778390970558338,100.55916593581466,668554.2076872453,1523763.9813188624,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,12,66.6,0.0213,0.0186,210.2,8.59,,
UTCC-1080,13.778196227422667,100.5591330294194,668550.7892086168,1523742.413899545,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,15,58.52,0.0187,0.0164,212.6,7.55,,
UTCC-1081,13.77881814399912,100.55900105518938,668536.0729441374,1523811.1237678425,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,12,48.78,0.0156,0.0137,215.5,6.3,,
UTCC-1082,13.778801332724166,100.5591853784487,668556.0156893632,1523809.3931473135,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,12,30.79,0.0099,0.0086,220.8,3.99,,
UTCC-1083,13.778780278858504,100.55928923419125,668567.2606085942,1523807.1367723958,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,18.67,False,12,23.13,0.0074,0.0065,227.0,1.32,,
UTCC-1084,13.778740099932612,100.55943339995692,668582.8779330287,1523802.7928658284,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,12,21.18,0.0068,0.0059,223.7,2.74,,
UTCC-1085,13.779049403494938,100.5594531907593,668584.796016328,1523837.024873491,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,13.58,False,12,13.16,0.0042,0.0037,228.3,0.75,,
UTCC-1086,13.779118250001664,100.55955709999974,668595.9822178409,1523844.714193068,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,12,24.4,0.0078,0.0068,226.8,1.38,,
UTCC-1087,13.779290328306384,100.55960595006897,668601.1408665867,1523863.7854037825,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,25.17,False,12,43.7,0.014,0.0122,217.0,5.65,,
UTCC-1088,13.779499640533823,100.55928150581934,668565.908965069,1523886.7140505277,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,12,65.07,0.0208,0.0182,210.7,8.4,,
UTCC-1089,13.778976275777817,100.55861271930962,668493.9692089285,1523828.3456588492,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,182.4,False,21,49.9,0.016,0.014,215.1,6.46,,
UTCC-1090,13.780127292997381,100.55932529550623,668570.1936508341,1523956.1816983442,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,3,46.1,0.0148,0.0129,216.3,5.97,,
UTCC-1091,13.78081565301737,100.5590264784667,668537.3893336838,1524032.1252034958,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,9,51.37,0.0164,0.0144,214.8,6.63,,
UTCC-1092,13.781219498950367,100.55913811101858,668549.170264175,1524076.8807824005,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,9,39.47,0.0126,0.0111,218.3,5.1,,
UTCC-1093,13.780954599845032,100.55983020737817,668624.1952911954,1524048.0604231588,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,19,21.68,0.0069,0.0061,223.6,2.79,,
UTCC-1094,13.78095364999668,100.56010699987188,668654.1250045393,1524048.1495002168,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,40.79,False,19,35.55,0.0114,0.01,219.4,4.61,,
UTCC-1095,13.780489752124824,100.55948155880498,668586.8301125531,1523996.3899808077,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,3,32.34,0.0103,0.0091,220.4,4.17,,
UTCC-1096,13.781587897003671,100.5585728862655,668487.7895475131,1524117.2403017296,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,33.67,False,9,47.23,0.0151,0.0132,216.0,6.09,,
UTCC-1097,13.782328771268231,100.56104219659663,668754.2583905614,1524200.9350187075,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,0,79.97,0.0256,0.0224,206.2,10.34,,
UTCC-1098,13.782262131657532,100.56032642189021,668676.9113414428,1524193.0603369882,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,153.42,False,0,61.27,0.0196,0.0172,211.8,7.92,,
UTCC-1099,13.781847485119973,100.56037969291333,668682.9690902942,1524147.2255039096,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,38.09,False,0,23.27,0.0074,0.0065,223.1,2.99,,
UTCC-1100,13.781966393859149,100.55987669052855,668628.4952882816,1524160.0274439699,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,0,79.01,0.0253,0.0221,206.5,10.21,,
UTCC-1101,13.781683289911554,100.55909987431205,668544.7031269416,1524128.1629896595,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,20,42.16,0.0135,0.0118,217.5,5.45,,
UTCC-1102,13.781388784546802,100.55986333581104,668627.4658111837,1524096.1173596547,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,19,26.48,0.0085,0.0074,222.1,3.43,,
UTCC-1103,13.781286533184506,100.55976100459361,668616.4743344754,1524084.7335519525,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,9.53,False,19,17.73,0.0057,0.005,227.7,1.01,,
UTCC-1104,13.78116612171934,100.55967214281166,668606.9523012043,1524071.3501509908,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,25.21,False,19,18.96,0.0061,0.0053,224.3,2.46,,
UTCC-1105,13.782321315701989,100.55946122175871,668583.3169997403,1524199.0009203765,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,20,48.38,0.0155,0.0135,215.6,6.25,,
UTCC-1106,13.782188593232384,100.55873652478897,668505.0526040435,1524183.8097787234,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,20,41.55,0.0133,0.0116,224.6,2.36,,
UTCC-1107,13.781653228290807,100.56083332456679,668732.1587223622,1524126.0532828604,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,73.9,False,0,30.29,0.0097,0.0085,221.0,3.92,,
UTCC-1108,13.781591500001769,100.56090295000091,668739.7314952719,1524119.2731706523,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,0,40.08,0.0128,0.0112,224.8,2.27,,
UTCC-1109,13.78129705068977,100.56075468216928,668723.9110584232,1524086.5942687693,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,23.59,False,0,55.28,0.0177,0.0155,213.6,7.15,,
UTCC-1110,13.777387274781029,100.55780761732386,668408.0530344878,1523651.9911992147,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,18,49.49,0.0158,0.0139,215.3,6.39,,
UTCC-1111,13.777482805603473,100.55765760282085,668391.7635858756,1523662.454674621,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,18.03,False,18,33.02,0.0106,0.0092,220.2,4.27,,
UTCC-1112,13.777592873785483,100.55779022106827,668406.0246713967,1523674.7243352793,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,13.17,False,18,30.92,0.0099,0.0087,226.0,1.76,,
UTCC-1113,13.777562485341736,100.55791629783184,668419.6790639338,1523671.4507738664,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,10.09,False,18,44.05,0.0141,0.0123,224.2,2.5,,
UTCC-1114,13.777454189711793,100.55820142139412,668450.5869533303,1523659.66979023,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,18.13,False,4,50.7,0.0162,0.0142,223.4,2.88,,
UTCC-1115,13.777412800004816,100.55836989999403,668468.8341407361,1523655.2088912202,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,20.68,False,4,50.78,0.0162,0.0142,214.9,6.54,,
UTCC-1116,13.777341830378381,100.55852778907767,668485.9574993532,1523647.468171618,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,20.13,False,4,60.26,0.0193,0.0169,212.1,7.79,,
UTCC-1117,13.777715290407327,100.5573831396898,668361.9194809909,1523687.9821750068,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,18,20.75,0.0066,0.0058,227.3,1.17,,
UTCC-1118,13.77784930274294,100.557435797048,668367.5172897457,1523702.8447615958,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,18,16.83,0.0054,0.0047,225.0,2.18,,
UTCC-1119,13.777979714005667,100.55749365152884,668373.6796322444,1523717.3126043645,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,17.39,False,18,24.75,0.0079,0.0069,222.7,3.19,,
UTCC-1120,13.778136141156681,100.55752341240787,668376.7855889187,1523734.6389024956,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,28.98,False,18,41.01,0.0131,0.0115,217.8,5.29,,
UTCC-1121,13.778302096914993,100.55755878972626,668380.492014285,1523753.0232797638,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,17.26,False,8,34.17,0.0109,0.0096,219.9,4.41,,
UTCC-1122,13.778441862557138,100.55757442690263,668382.0827135433,1523768.4964350793,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,8,25.46,0.0081,0.0071,226.7,1.44,,
